ID,Title,Genre,Score,SinopsisPalabra,Sinopsis,Type
41783,Iwa Kakeru! Sport Climbing Girls,"School, Sports,",8,"Video. games. especially. puzzle. games. were. always. at. the. center. of. Konomi. Kasahara's. life. However. upon. entering. Hanamiya. High. School. she. decides. to. break. away. from. this. lifestyle. As. Konomi. wanders. the. halls. in. search. of. a. new. activity. to. engage. herself. in. she. stumbles. upon. a. gigantic. wall. owned. by. the. school's. rock. climbing. team. Fascinated. she. attempts. to. scale. the. wall. discovering. that. she. can. use. her. puzzle-solving. skills. to. help. her. reach. the. top. Certain. that. she. has. found. her. calling. Konomi. immediately. joins. the. club. As. she. strives. to. improve. her. climbing. skills. Konomi. alongside. the. rest. of. the. Hanamiya. Climbing. Team. will. learn. what. it. truly. means. to. be. a. ""sports. climber"". and. work. to. achieve. victory. in. the. upcoming. competitions.","Video games, especially puzzle games, were always at the center of Konomi Kasahara's life. However, upon entering Hanamiya High School, she decides to break away from this lifestyle. As Konomi wanders the halls in search of a new activity to engage herself in, she stumbles upon a gigantic wall owned by the school's rock climbing team. Fascinated, she attempts to scale the wall, discovering that she can use her puzzle-solving skills to help her reach the top. Certain that she has found her calling, Konomi immediately joins the club. As she strives to improve her climbing skills, Konomi, alongside the rest of the Hanamiya Climbing Team, will learn what it truly means to be a ""sports climber"" and work to achieve victory in the upcoming competitions.",tv
40530,Jaku-Chara Tomozaki-kun,"Drama, Romance, School,",6,"Fumiya. Tomozaki. is. Japan's. best. player. in. the. online. game. Attack. Families. commonly. known. as. ""Tackfam. "". Despite. holding. such. a. revered. title. a. lack. of. social. skills. and. amiability. causes. him. to. fall. short. in. his. everyday. high. school. life. Failing. to. have. any. friends. he. blames. the. convoluted. mechanics. and. unfair. rules. of. life. forcing. him. to. give. up. and. proclaim. himself. a. bottom-tier. character. in. this. ""game. "" After. a. fateful. meeting. with. another. top-tier. Tackfam. player. Fumiya. is. shocked. to. discover. the. player's. true. identity. Aoi. Hinami. a. popular. smart. and. sociable. classmate. who. is. the. complete. opposite. of. himself. Aoi. surprised. at. how. inept. Fumiya. is. at. everything. besides. Tackfam. decides. to. assist. him. in. succeeding. in. what. she. calls. the. greatest. game. of. them. all. Through. the. gruesome. ordeals. of. social. interactions. and. relationships. Fumiya. begins. to. advance. tiers. in. the. glorious. game. of. life.","Fumiya Tomozaki is Japan's best player in the online game Attack Families, commonly known as ""Tackfam."" Despite holding such a revered title, a lack of social skills and amiability causes him to fall short in his everyday high school life. Failing to have any friends, he blames the convoluted mechanics and unfair rules of life, forcing him to give up and proclaim himself a bottom-tier character in this ""game."" After a fateful meeting with another top-tier Tackfam player, Fumiya is shocked to discover the player's true identity—Aoi Hinami, a popular, smart, and sociable classmate who is the complete opposite of himself. Aoi, surprised at how inept Fumiya is at everything besides Tackfam, decides to assist him in succeeding in what she calls the greatest game of them all. Through the gruesome ordeals of social interactions and relationships, Fumiya begins to advance tiers in the glorious game of life.",tv
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire,",8,The. year. is. 1868;. English. nobleman. George. Joestar. and. his. son. Jonathan. become. indebted. to. Dario. Brando. after. being. rescued. from. a. carriage. incident. What. the. Joestars. don't. realize. however. is. that. Dario. had. no. intention. of. helping. them;. he. believed. they. were. dead. and. was. trying. to. ransack. their. belongings. After. Dario's. death. 12. years. later. George. hoping. to. repay. his. debt. adopts. his. son. Dio. While. he. publicly. fawns. over. his. new. father. Dio. secretly. plans. to. steal. the. Joestar. fortune. His. first. step. is. to. create. a. divide. between. George. and. Jonathan. By. constantly. outdoing. his. foster. brother. Dio. firmly. makes. his. place. in. the. Joestar. family. But. when. Dio. pushes. Jonathan. too. far. Jonathan. defeats. him. in. a. brawl. Years. later. the. two. appear. to. be. close. friends. to. the. outside. world. But. trouble. brews. again. when. George. falls. ill. as. Jonathan. suspects. that. Dio. is. somehow. behind. the. incident. and. it. appears. he. has. more. tricks. up. his. sleeve.,"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio. While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve.",tv
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Action, Adventure, Shounen, Supernatural,",8,"Years. after. an. ancient. evil. was. salvaged. from. the. depths. of. the. sea. Joutarou. Kuujou. sits. peacefully. within. a. Japanese. jail. cell. He's. committed. no. crime. yet. demands. he. not. be. released. believing. he's. been. possessed. by. an. evil. spirit. capable. of. harming. those. around. him. Concerned. for. her. son. Holly. Kuujou. asks. her. father. Joseph. Joestar. to. convince. Joutarou. to. leave. the. prison. Joseph. informs. his. grandson. that. the. ""evil. spirit"". is. in. fact. something. called. a. ""Stand"". the. physical. manifestation. of. one's. fighting. spirit. which. can. adopt. a. variety. of. deadly. forms. After. a. fiery. brawl. with. Joseph's. friend. Mohammed. Avdol. Joutarou. is. forced. out. of. his. cell. and. begins. learning. how. to. control. the. power. of. his. Stand. However. when. a. Stand. awakens. within. Holly. and. threatens. to. consume. her. in. 50. days. Joutarou. his. grandfather. and. their. allies. must. seek. out. and. destroy. the. immortal. vampire. responsible. for. her. condition. They. must. travel. halfway. across. the. world. to. Cairo. Egypt. and. along. the. way. do. battle. with. ferocious. Stand. users. set. on. thwarting. them. If. Joutarou. and. his. allies. fail. in. their. mission. humanity. is. destined. for. a. grim. fate.","Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holly Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Mohammed Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand. However, when a Stand awakens within Holly and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.",tv
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Action, Adventure, Shounen, Supernatural,",8,"Joutarou. Kuujou. and. his. allies. have. finally. made. it. to. Egypt. where. the. immortal. Dio. awaits. Upon. their. arrival. the. group. gains. a. new. comrade:. Iggy. a. mutt. who. wields. the. Stand. ""The. Fool. "". It's. not. all. good. news. however. as. standing. in. their. path. is. a. new. group. of. Stand. users. who. serve. Dio. each. with. a. Stand. representative. of. an. ancient. Egyptian. god. As. their. final. battle. approaches. it. is. a. race. against. time. to. break. Joutarou's. mother. free. from. her. curse. and. end. Dio's. reign. of. terror. over. the. Joestar. family. once. and. for. all.","Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand ""The Fool."" It's not all good news however, as standing in their path is a new group of Stand users who serve Dio, each with a Stand representative of an ancient Egyptian god. As their final battle approaches, it is a race against time to break Joutarou's mother free from her curse and end Dio's reign of terror over the Joestar family once and for all.",tv
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Adventure, Shounen, Supernatural,",7,The. year. is. 1999. Morioh. a. normally. quiet. and. peaceful. town. has. recently. become. a. hotbed. of. strange. activity. Joutarou. Kuujou. now. a. marine. biologist. heads. to. the. mysterious. town. to. meet. Jousuke. Higashikata. While. the. two. may. seem. like. strangers. at. first. Jousuke. is. actually. the. illegitimate. child. of. Joutarou's. grandfather. Joseph. Joestar. When. they. meet. Joutarou. realizes. that. he. may. have. more. in. common. with. Jousuke. than. just. a. blood. relation. Along. with. the. mild-mannered. Kouichi. Hirose. and. the. boisterous. Okuyasu. Nijimura. the. group. dedicates. themselves. to. investigating. recent. disappearances. and. other. suspicious. occurrences. within. Morioh. Aided. by. the. power. of. Stands. the. four. men. will. encounter. danger. at. every. street. corner. as. it. is. up. to. them. to. unravel. the. town's. secrets. before. another. occurs.,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation. Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.",tv
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure, OrganizedCrime, Shounen, Supernatural,",8,"In. the. coastal. city. of. Naples. corruption. is. teeming. the. police. blatantly. conspire. with. outlaws. drugs. run. rampant. around. the. youth. and. the. mafia. governs. the. streets. with. an. iron. fist. However. various. fateful. encounters. will. soon. occur. Enter. Giorno. Giovanna. a. 15-year-old. boy. with. an. eccentric. connection. to. the. Joestar. family. who. makes. a. living. out. of. part-time. jobs. and. pickpocketing. Furthermore. he. is. gifted. with. the. unexplained. Stand. ability. to. give. and. create. life. growing. plants. from. the. ground. and. turning. inanimate. objects. into. live. animals. an. ability. he. has. dubbed. ""Gold. Experience. "". Fascinated. by. the. might. of. local. gangsters. Giorno. has. dreamed. of. rising. up. in. their. ranks. and. becoming. a. ""Gang-Star"". a. feat. made. possible. by. his. encounter. with. Bruno. Bucciarati. a. member. of. the. Passione. gang. with. his. own. sense. of. justice. JoJo. no. Kimyou. na. Bouken:. Ougon. no. Kaze. follows. the. endeavors. of. Giorno. after. joining. Bruno's. team. while. working. under. Passione. fending. off. other. gangsters. and. secretly. plotting. to. overthrow. their. mysterious. boss.","In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Bucciarati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.",tv
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action, Adventure, Shounen, Supernatural,",8,Conspiring. forces. frame. Jolyne. Kuujou. for. a. reckless. crime. landing. her. in. the. infamous. Green. Dolphin. Street. Jail. Much. like. her. father. Joutarou. Jolyne. is. brash. brave. and. just;. she. rails. against. her. unfair. sentence. and. quickly. discovers. the. sinister. circumstances. that. led. to. her. incarceration. A. gift. from. her. absent. father. grants. Jolyne. the. power. of. Stone. Free. a. supernatural. ability. known. as. a. Stand. that. allows. her. to. unravel. her. body. into. string. Jolyne. uses. Stone. Free. to. battle. her. way. through. the. prison. recruiting. new. allies. Ermes. Costello. and. Foo. Fighters. to. assist. in. her. investigation. Together. the. fearless. women. fight. to. uncover. the. menace. behind. Whitesnake. an. enemy. Stand. responsible. for. the. increasingly. dangerous. prisoners. who. are. after. Jolyne's. life. Through. Jolyne. the. Joestar. lineage. confronts. the. legacy. of. its. one. true. enemy. Jolyne. and. her. friends. race. to. stop. a. disastrous. plot. and. put. an. end. to. a. culminating. evil.,"Conspiring forces frame Jolyne Kuujou for a reckless crime, landing her in the infamous Green Dolphin Street Jail. Much like her father Joutarou, Jolyne is brash, brave, and just; she rails against her unfair sentence and quickly discovers the sinister circumstances that led to her incarceration. A gift from her absent father grants Jolyne the power of Stone Free, a supernatural ability known as a Stand that allows her to unravel her body into string. Jolyne uses Stone Free to battle her way through the prison, recruiting new allies—Ermes Costello and Foo Fighters—to assist in her investigation. Together, the fearless women fight to uncover the menace behind Whitesnake, an enemy Stand responsible for the increasingly dangerous prisoners who are after Jolyne's life. Through Jolyne, the Joestar lineage confronts the legacy of its one true enemy. Jolyne and her friends race to stop a disastrous plot and put an end to a culminating evil.",ona
51367,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,"Action, Adventure, Shounen, Supernatural,",10,Thrown. into. solitary. confinement. after. a. daring. rescue. attempt. Jolyne. Kuujou. fights. to. uncover. the. sinister. plot. of. Whitesnake. an. enemy. Stand. whose. mysterious. wielder. remains. unknown. to. her. Whitesnake's. user. is. actually. Enrico. Pucci. priest. and. chaplain. of. Green. Dolphin. Street. Prison. Pucci. shares. a. deep. connection. with. a. villain. who. once. plagued. the. Joestar. bloodline. making. his. feud. with. Jolyne. and. her. father. Joutarou. a. personal. one. Intent. on. executing. the. master. plan. of. his. deceased. friend. Pucci. uses. the. prison. and. its. inmates. to. fulfill. his. nefarious. schemes. Assisted. by. fellow. prisoners. like. Ermes. Costello. and. Foo. Fighters. Jolyne. battles. several. enemy. Stand. users. As. the. ramifications. of. Pucci's. plot. spread. beyond. the. confines. of. the. prison. and. begin. to. threaten. the. rest. of. the. world. Jolyne. embraces. her. family. lineage. and. risks. her. life. to. put. an. end. to. evil.,"Thrown into solitary confinement after a daring rescue attempt, Jolyne Kuujou fights to uncover the sinister plot of Whitesnake, an enemy Stand whose mysterious wielder remains unknown to her. Whitesnake's user is actually Enrico Pucci, priest and chaplain of Green Dolphin Street Prison. Pucci shares a deep connection with a villain who once plagued the Joestar bloodline, making his feud with Jolyne and her father, Joutarou, a personal one. Intent on executing the master plan of his deceased friend, Pucci uses the prison and its inmates to fulfill his nefarious schemes. Assisted by fellow prisoners, like Ermes Costello and Foo Fighters, Jolyne battles several enemy Stand users. As the ramifications of Pucci's plot spread beyond the confines of the prison and begin to threaten the rest of the world, Jolyne embraces her family lineage and risks her life to put an end to evil.",ona
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,"Action, Adventure, Shounen, Supernatural,",9,After. finally. escaping. the. confines. of. Green. Dolphin. Street. Jail. Jolyne. Kuujou. alongside. her. companions. Ermes. Costello. and. Emporio. Alniño. pursues. the. villainous. priest. Enrico. Pucci. across. the. state. of. Florida. Jolyne's. allies. Weather. Report. and. Narciso. Anasui. struggle. to. catch. up. with. her. in. order. to. help. bring. an. end. to. Pucci's. plot. As. both. parties. pursue. the. priest. they. must. battle. against. Pucci's. band. of. enemy. Stand. users. While. Jolyne's. comrades. fight. for. their. lives. Pucci. races. to. the. Kennedy. Space. Center. There. he. hopes. to. enact. his. ultimate. goal. one. he. believes. God. has. entrusted. to. him. He. aims. to. fulfill. the. will. of. the. Joestars'. blood. enemy. Dio. Brando. and. by. robbing. humanity. of. free. will. and. making. them. slaves. to. fate. to. create. a. world. where. all. humans. are. blissfully. happy. Unable. to. rely. on. the. aid. of. her. comatose. father. Joutarou. Jolyne. must. weaponize. all. she. has. learned. in. prison. to. confront. Pucci. in. a. climactic. battle. while. the. world. itself. hangs. in. the. balance.,"After finally escaping the confines of Green Dolphin Street Jail, Jolyne Kuujou—alongside her companions Ermes Costello and Emporio Alniño—pursues the villainous priest Enrico Pucci across the state of Florida. Jolyne's allies, Weather Report and Narciso Anasui, struggle to catch up with her in order to help bring an end to Pucci's plot. As both parties pursue the priest, they must battle against Pucci's band of enemy Stand users. While Jolyne's comrades fight for their lives, Pucci races to the Kennedy Space Center. There he hopes to enact his ultimate goal, one he believes God has entrusted to him. He aims to fulfill the will of the Joestars' blood enemy Dio Brando and—by robbing humanity of free will and making them slaves to fate—to create a world where all humans are blissfully happy. Unable to rely on the aid of her comatose father Joutarou, Jolyne must weaponize all she has learned in prison to confront Pucci in a climactic battle while the world itself hangs in the balance.",ona
31405,Joker Game,"Drama, Historical, Military,",9,"With. World. War. II. right. around. the. corner. intelligence. on. other. countries'. social. and. economic. situation. has. become. a. valuable. asset. As. a. result. Japan. has. established. a. new. spy. organization. known. as. the. ""D. Agency"". to. obtain. this. weapon. Under. the. command. of. Lieutenant. Colonel. Yuuki. eight. agents. have. been. assigned. to. infiltrate. and. observe. some. of. the. most. powerful. countries. reporting. on. any. developments. associated. with. the. war. In. order. to. carry. out. these. dangerous. tasks. these. men. have. trained. their. bodies. to. survive. in. extreme. conditions. and. studied. numerous. fields. such. as. communications. and. languages. However. their. greatest. strength. lies. in. their. ability. to. manipulate. people. in. order. to. obtain. the. information. necessary. to. give. their. nation. the. upper. hand.","With World War II right around the corner, intelligence on other countries' social and economic situation has become a valuable asset. As a result, Japan has established a new spy organization known as the ""D Agency"" to obtain this weapon. Under the command of Lieutenant Colonel Yuuki, eight agents have been assigned to infiltrate and observe some of the most powerful countries, reporting on any developments associated with the war. In order to carry out these dangerous tasks, these men have trained their bodies to survive in extreme conditions and studied numerous fields such as communications and languages. However, their greatest strength lies in their ability to manipulate people in order to obtain the information necessary to give their nation the upper hand.",tv
12413,Jormungand,"Action, Adventure, OrganizedCrime, Seinen,",8,"Brought. up. in. a. conflict-ridden. environment. child. soldier. Jonathan. ""Jonah"". Mar. hates. weapons. and. those. who. deal. them. But. when. Koko. Hekmatyar. an. international. arms. dealer. takes. on. Jonah. as. one. of. her. bodyguards. he. has. little. choice. but. to. take. up. arms. Along. with. Koko's. other. bodyguards. composed. mostly. of. former. special-ops. soldiers. Jonah. is. now. tasked. with. protecting. Koko. and. her. overly. idealistic. goal. of. world. peace. from. the. countless. dangers. that. come. from. her. line. of. work. Jormungand. follows. Koko. Jonah. and. the. rest. of. crew. as. they. travel. the. world. selling. weapons. under. the. international. shipping. company. HCLI. As. Koko's. work. is. illegal. under. international. law. she. is. forced. to. constantly. sidestep. both. local. and. international. authorities. while. doing. business. with. armies. private. militaries. and. militias. With. the. CIA. always. hot. on. her. trail. and. assassins. around. every. corner. Jonah. and. the. crew. must. guard. Koko. and. her. dream. of. world. peace. with. their. lives. or. die. trying.","Brought up in a conflict-ridden environment, child soldier Jonathan ""Jonah"" Mar hates weapons and those who deal them. But when Koko Hekmatyar, an international arms dealer, takes on Jonah as one of her bodyguards, he has little choice but to take up arms. Along with Koko's other bodyguards, composed mostly of former special-ops soldiers, Jonah is now tasked with protecting Koko and her overly idealistic goal of world peace from the countless dangers that come from her line of work. Jormungand follows Koko, Jonah, and the rest of crew as they travel the world selling weapons under the international shipping company HCLI. As Koko's work is illegal under international law, she is forced to constantly sidestep both local and international authorities while doing business with armies, private militaries, and militias. With the CIA always hot on her trail, and assassins around every corner, Jonah and the crew must guard Koko and her dream of world peace with their lives or die trying.",tv
13331,Jormungand: Perfect Order,"Action, Adventure, OrganizedCrime, Seinen,",8,"Still. in. pursuit. of. her. ambitious. goal. ingenious. arms. dealer. Koko. Hekmatyar. inexpressive. child. soldier. Jonathan. “Jonah”. Mar. and. the. rest. of. their. squad. continue. their. mercenary. activities. From. professional. assassins. to. private. militaries. the. group's. work. constantly. puts. them. in. the. face. of. danger. But. internal. conflicts. soon. arise. after. Renato. ""R"". Socci. one. of. Koko's. bodyguards. is. revealed. to. be. an. undercover. agent. for. ""Operation. Undershaft"". a. plan. devised. by. the. CIA. to. infiltrate. HCLI. and. exploit. Koko. as. a. tool. Shocked. by. his. betrayal. Koko's. leadership. is. needed. now. more. than. ever. to. rally. her. squad. and. rebuild. their. foundation. of. trust. before. they. are. torn. apart. Jormungand:. Perfect. Order. follows. Koko. and. the. rest. of. her. crew. as. they. take. on. persistent. adversaries. overcome. internal. struggles. and. make. Koko's. vision. of. world. peace. a. reality. where. everything. is. in. perfect. order.","Still in pursuit of her ambitious goal, ingenious arms dealer Koko Hekmatyar, inexpressive child soldier Jonathan “Jonah” Mar, and the rest of their squad continue their mercenary activities. From professional assassins to private militaries, the group's work constantly puts them in the face of danger. But internal conflicts soon arise after Renato ""R"" Socci, one of Koko's bodyguards, is revealed to be an undercover agent for ""Operation Undershaft""—a plan devised by the CIA to infiltrate HCLI and exploit Koko as a tool. Shocked by his betrayal, Koko's leadership is needed now more than ever to rally her squad and rebuild their foundation of trust before they are torn apart. Jormungand: Perfect Order follows Koko and the rest of her crew as they take on persistent adversaries, overcome internal struggles, and make Koko's vision of world peace a reality—where everything is in perfect order.",tv
40748,Jujutsu Kaisen,"Action, AwardWinning, Fantasy, School, Shounen,",10,"Idly. indulging. in. baseless. paranormal. activities. with. the. Occult. Club. high. schooler. Yuuji. Itadori. spends. his. days. at. either. the. clubroom. or. the. hospital. where. he. visits. his. bedridden. grandfather. However. this. leisurely. lifestyle. soon. takes. a. turn. for. the. strange. when. he. unknowingly. encounters. a. cursed. item. Triggering. a. chain. of. supernatural. occurrences. Yuuji. finds. himself. suddenly. thrust. into. the. world. of. Curses. dreadful. beings. formed. from. human. malice. and. negativity. after. swallowing. the. said. item. revealed. to. be. a. finger. belonging. to. the. demon. Sukuna. Ryoumen. the. ""King. of. Curses. "" Yuuji. experiences. first-hand. the. threat. these. Curses. pose. to. society. as. he. discovers. his. own. newfound. powers. Introduced. to. the. Tokyo. Metropolitan. Jujutsu. Technical. High. School. he. begins. to. walk. down. a. path. from. which. he. cannot. return. the. path. of. a. Jujutsu. sorcerer.","Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the ""King of Curses."" Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Metropolitan Jujutsu Technical High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.",tv
48561,Jujutsu Kaisen 0 Movie,"Action, Fantasy, School, Shounen,",8,Violent. misfortunes. frequently. occur. around. 16-year-old. Yuuta. Okkotsu. a. timid. victim. of. high. school. bullying. Yuuta. is. saddled. with. a. monstrous. curse. a. power. that. dishes. out. brutal. revenge. against. his. bullies. Rika. Orimoto. Yuuta's. curse. is. a. shadow. from. his. tragic. childhood. and. a. potentially. lethal. threat. to. anyone. who. dares. wrong. him. Yuuta's. unique. situation. catches. the. attention. of. Satoru. Gojou. a. powerful. sorcerer. who. teaches. at. Tokyo. Jujutsu. High. Gojou. sees. immense. potential. in. Yuuta. and. he. hopes. to. help. the. boy. channel. his. deadly. burden. into. a. force. for. good. Yet. Yuuta. struggles. to. find. his. place. among. his. talented. classmates:. the. selectively. mute. Toge. Inumaki. weapons. expert. Maki. Zenin. and. Panda. Yuuta. clumsily. utilizes. Rika. on. missions. with. the. other. first-year. students. but. the. grisly. aftermath. of. Rika's. tremendous. displays. of. power. draws. the. interest. of. the. calculating. curse. user. Suguru. Getou. As. Getou. strives. to. claim. Rika's. strength. and. use. it. to. eliminate. all. non-jujutsu. users. from. the. world. Yuuta. fights. alongside. his. friends. to. stop. the. genocidal. plot.,"Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him. Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Jujutsu High. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates: the selectively mute Toge Inumaki, weapons expert Maki Zenin, and Panda. Yuuta clumsily utilizes Rika on missions with the other first-year students, but the grisly aftermath of Rika's tremendous displays of power draws the interest of the calculating curse user Suguru Getou. As Getou strives to claim Rika's strength and use it to eliminate all non-jujutsu users from the world, Yuuta fights alongside his friends to stop the genocidal plot.",movie
14467,K,"Action, Fantasy, Mystery, SuperPower,",10,"""Kings"". are. individuals. who. have. been. bestowed. with. incredible. supernatural. powers. and. granted. the. ability. to. recruit. others. into. their. clans. Protecting. the. lives. and. honor. of. their. clansmen. is. an. integral. part. of. the. Kings'. duties. After. a. video. depicting. the. heinous. murder. of. a. Red. Clansman. spreads. virally. the. unassuming. student. Yashiro. Isana. is. accused. of. homicide. Now. a. manhunt. is. underway. for. his. head. bringing. him. into. contact. with. the. infamous. ""Black. Dog"". Kurou. Yatogami. a. skilled. swordsman. and. martial. artist. determined. to. follow. the. wishes. of. his. late. master. the. Seventh. King. Meanwhile. the. current. Red. King. Mikoto. Suou. faces. his. own. imminent. demise. as. the. search. for. Yashiro. narrows. But. during. Yashiro's. struggle. to. prove. his. innocence. a. greater. conspiracy. is. unraveling. behind. the. scenes;. clouds. begin. to. appear. in. his. memory. and. close. friends. start. to. question. his. very. existence. What. began. as. a. simple. murder. is. now. leading. towards. a. full. blown. war. between. Kings. with. the. very. fate. of. the. world. at. stake.","""Kings"" are individuals who have been bestowed with incredible supernatural powers and granted the ability to recruit others into their clans. Protecting the lives and honor of their clansmen is an integral part of the Kings' duties. After a video depicting the heinous murder of a Red Clansman spreads virally, the unassuming student Yashiro Isana is accused of homicide. Now, a manhunt is underway for his head, bringing him into contact with the infamous ""Black Dog"" Kurou Yatogami—a skilled swordsman and martial artist determined to follow the wishes of his late master, the Seventh King. Meanwhile, the current Red King, Mikoto Suou, faces his own imminent demise as the search for Yashiro narrows. But during Yashiro's struggle to prove his innocence, a greater conspiracy is unraveling behind the scenes; clouds begin to appear in his memory, and close friends start to question his very existence. What began as a simple murder is now leading towards a full blown war between Kings with the very fate of the world at stake.",tv
16904,K: Missing Kings,"Action, Fantasy, SuperPower,",9,It's. been. a. year. since. the. disappearance. of. Shiro. the. Silver. King;. Kurou. Yatogami. and. Neko. have. been. diligent. in. their. search. but. to. no. end. Their. investigation. leads. to. a. run-in. with. members. of. the. now. disbanded. Red. Clan. HOMRA. Rikio. Kamamoto. and. Anna. Kushina. being. pursued. by. the. Green. Clan. who. desire. Anna's. powers. for. their. own. ends. Now. the. members. of. Scepter. 4. are. called. upon. alongside. Kurou. and. Neko. in. order. to. rescue. Anna. the. mascot. and. only. female. member. of. the. ruined. Red. Clan. from. the. enemy's. clutches. and. hopefully. find. Shiro. using. the. young. girl's. powers. Amidst. crisis. the. group. is. forced. into. a. power. struggle. when. the. Green. Clan. threatens. to. overtake. the. Gold. King's. domain. The. second. step. in. the. K. Project. series. K:. Missing. Kings. continues. the. story. of. a. young. boy. caught. up. in. a. psychic. war. between. seven. kings. and. showcases. each. character's. struggles. after. the. losses. of. their. respective. Kings.,"It's been a year since the disappearance of Shiro, the Silver King; Kurou Yatogami and Neko have been diligent in their search, but to no end. Their investigation leads to a run-in with members of the now disbanded Red Clan HOMRA—Rikio Kamamoto and Anna Kushina—being pursued by the Green Clan, who desire Anna's powers for their own ends. Now, the members of Scepter 4 are called upon alongside Kurou and Neko in order to rescue Anna, the mascot, and only female member of the ruined Red Clan, from the enemy's clutches and hopefully find Shiro using the young girl's powers. Amidst crisis, the group is forced into a power struggle when the Green Clan threatens to overtake the Gold King's domain. The second step in the K Project series, K: Missing Kings, continues the story of a young boy caught up in a psychic war between seven kings, and showcases each character's struggles after the losses of their respective Kings.",movie
